source,source_date,raw_mention,activity_id,match_type,mention_date,discipline,split
dpr_day_11.txt,2026-07-21,"Emergency lighting and exit signage, control building — closed out this week",EL-LTG-1381,exact,,electrical,dev
dpr_day_11.txt,2026-07-21,"Pull LV power cables, pump motors P-1401A/B, tag P-1401A started this morning",EL-CBL-1376,exact,,electrical,test
dpr_day_11.txt,2026-07-21,"Crew deployed on Cable glanding, MCC-1 and MCC-2 feeders",EL-CBL-1383,exact,,electrical,train
dpr_day_11.txt,2026-07-21,"Pull MV cable 11 kV, substation to transformer T-1 — progress slow, 54% only",EL-CBL-1374,exact,,electrical,test
dpr_day_11.txt,2026-07-21,"Set and terminate transformer T-1, 11/0.433 kV — 1 nos out of 1 done",EL-TRF-1371,exact,,electrical,test
dpr_day_11.txt,2026-07-21,"Crew deployed on Pull MV cable 11 kV, substation to transformer T-2",EL-CBL-1375,exact,,electrical,train
dpr_day_11.txt,2026-07-21,"WHCP-2101 — Pull LV power cables, wellhead panel WHCP-2101 feeders, Unit 2 — closed out this week",EL-CBL-1377,exact,,electrical,train
dpr_day_11.txt,2026-07-21,"Install cable tray ladder 600 mm, rack tier 3 is done and signed off",EL-TRK-1360,exact,,electrical,test
dpr_day_11.txt,2026-07-21,"Install cable tray ladder 600 — this is the 3, Unit 2 stretch one, 66% done",EL-TRK-1361,near_miss,,electrical,train
dpr_day_11.txt,2026-07-21,"Install instrument cable tray 300 mm, rack tier 2 is done and signed off",INS-TRK-1363,exact,,instrumentation,train
dpr_day_11.txt,2026-07-21,Coating DFT gauge sent out for recalibration,NO_MATCH,no_match,,,test
dpr_day_11.txt,2026-07-21,"Waterlogging in the excavation, dewatering pumps deployed overnight",NO_MATCH,no_match,,,test
dpr_day_11.txt,2026-07-21,"Temporary diesel bowser stand fabricated at the laydown, unplanned scope",NO_MATCH,no_match,,,train
dpr_day_12.txt,2026-08-02,"Instrument air header 2""-P-2301-A6A, rack to Unit 2 completed 25 Jul",PIP-ERC-1350,exact,2026-07-25,piping,train
dpr_day_12.txt,2026-08-02,"Nitrogen line 3""-P-2302-A6A, package to header, finished 27 Jul 2026, JMR raised",PIP-ERC-1351,exact,2026-07-27,piping,test
dpr_day_12.txt,2026-08-02,"Cable glanding, MCC-1 and MCC-2 feeders under way at the work front",EL-CBL-1383,exact,,electrical,train
dpr_day_12.txt,2026-08-02,"Pull MV cable 11 kV, — this is the transformer one, 35% done",EL-CBL-1374,near_miss,,electrical,train
dpr_day_12.txt,2026-08-02,"Pull LV power cables, pump motors, 85 of 320 m complete so far",EL-CBL-1376,exact,,electrical,train
dpr_day_12.txt,2026-08-02,"Glanding and termination, LV panels, substation, finished 01/08/2026, JMR raised",EL-CBL-1382,exact,2026-08-01,electrical,train
dpr_day_12.txt,2026-08-02,"Emergency lighting and exit signage, control building taken up at site",EL-LTG-1381,exact,,electrical,train
dpr_day_12.txt,2026-08-02,"Core termination and lacing, MCC-1 and MCC-2 under way at the work front",EL-CBL-1384,exact,,electrical,train
dpr_day_12.txt,2026-08-02,"Set and terminate transformer T-1, 11/0.433 kV completed 31 Jul",EL-TRF-1371,exact,2026-07-31,electrical,train
dpr_day_12.txt,2026-08-02,"Set and terminate transformer T-2, 11/0.433 kV delayed by 2 days, crane availability",EL-TRF-1372,exact,,electrical,train
dpr_day_12.txt,2026-08-02,Site query raised on the foundation bolt projection detail,NO_MATCH,no_match,,,test
dpr_day_12.txt,2026-08-02,Night shift cancelled due to lighting tower breakdown,NO_MATCH,no_match,,,train
dpr_day_13.txt,2026-08-19,"Tank farm manifold the twelve inch line, inlet/outlet the storage tank — closed out this week",PIP-ERC-1340,exact,,piping,train
dpr_day_13.txt,2026-08-19,"Erect drain header 4""-P-1303-C5B, closed drain in progress, 12 of 36 m achieved",PIP-ERC-1334,exact,,piping,dev
dpr_day_13.txt,2026-08-19,"Erect flare header the eighteen inch line, manifold to KO drum — completed on 25 Aug",PIP-ERC-1330,exact,2026-08-25,piping,dev
dpr_day_13.txt,2026-08-19,"Erect the six inch line, fuel gas skid inlet, finished 18 Aug, JMR raised",PIP-ERC-1318,exact,2026-08-18,piping,dev
dpr_day_13.txt,2026-08-19,"Work front opened for Suction and discharge piping, the pumps to manifold on 28 Aug 2026",PIP-ERC-1341,exact,2026-08-28,piping,train
dpr_day_13.txt,2026-08-19,"Erect blowdown lines 6""-P-1302-A6A, wellhead SDVs is done and signed off",PIP-ERC-1333,exact,,piping,test
dpr_day_13.txt,2026-08-19,"Alloy weld and PMI, flare header, welds 20-31 — commenced 1 Sep 2026",PIP-WLD-1332,exact,2026-09-01,piping,train
dpr_day_13.txt,2026-08-19,"Core termination and lacing, MCC-1 and MCC-2 under way at the work front",EL-CBL-1384,exact,,electrical,train
dpr_day_13.txt,2026-08-19,"Set and terminate the transformer, progressing at the kV location as of 16 Aug",EL-TRF-1372,near_miss,2026-08-16,electrical,dev
dpr_day_13.txt,2026-08-19,"Set and terminate transformer T-1, 11/0.433 kV in progress, 1 nos out of 1 achieved",EL-TRF-1371,exact,,electrical,test
dpr_day_13.txt,2026-08-19,"Mobilised for Glanding and termination, LV panels, substation",EL-CBL-1382,exact,,electrical,train
dpr_day_13.txt,2026-08-19,"Cable glanding, MCC-1 and MCC-2 feeders, finished 2026-08-05, JMR raised",EL-CBL-1383,exact,2026-08-05,electrical,train
dpr_day_13.txt,2026-08-19,"Install junction boxes box to the junction box, field under way at the work front",INS-JBX-1395,exact,,instrumentation,test
dpr_day_13.txt,2026-08-19,"Pull home-run cables, JB-101 to JB-108 to control room FTA started 05/Sep/2026",INS-CBL-1397,exact,2026-09-05,instrumentation,test
dpr_day_13.txt,2026-08-19,Terminate field instruments at the junction box to under way at the work front,INS-TER-1398,exact,,instrumentation,dev
dpr_day_13.txt,2026-08-19,"Pull instrument cables, rack tier 2 to junction boxes JB-101 to JB-108 closed out 28 Aug",INS-CBL-1396,exact,2026-08-28,instrumentation,dev
dpr_day_13.txt,2026-08-19,Weld map updated for the revised isometric issue,NO_MATCH,no_match,,,train
dpr_day_13.txt,2026-08-19,Additional 40 m of boundary drain built on the north side at OIL request,NO_MATCH,no_match,,,train
dpr_day_14.txt,2026-08-27,"Erect 12""-P-2102-A1A, TK-2102 manifold tie-in — closed out this week",PIP-ERC-1342,exact,,piping,train
dpr_day_14.txt,2026-08-27,"Field welds and UT, tank farm manifold, welds 40-52 — commenced 17 Sep",PIP-WLD-1344,exact,2026-09-17,piping,train
dpr_day_14.txt,2026-08-27,"Erect line 8""-P-1004-A6A, glycol feed to contactor V-1201 under way at the work front",PIP-ERC-1317,exact,,piping,train
dpr_day_14.txt,2026-08-27,"Mobilised for Erect blowdown lines 6""-P-1302-A6A, wellhead SDVs",PIP-ERC-1333,exact,,piping,test
dpr_day_14.txt,2026-08-27,"Erect flare header the eighteen inch line, manifold to KO drum ongoing",PIP-ERC-1330,exact,,piping,dev
dpr_day_14.txt,2026-08-27,"Tank farm manifold the twelve inch line, inlet/outlet the storage tank, finished 10/09/2026, JMR raised",PIP-ERC-1340,exact,2026-09-10,piping,test
dpr_day_14.txt,2026-08-27,"Erect the six inch line, fuel gas skid inlet under way at the work front",PIP-ERC-1318,exact,,piping,train
dpr_day_14.txt,2026-08-27,"Erect drain header 4""-P-1303-C5B, closed drain held up, awaiting client RFI clearance",PIP-ERC-1334,exact,,piping,train
dpr_day_14.txt,2026-08-27,"Alloy weld and PMI, flare header, welds 20-31 — 3 nos out of 12 done",PIP-WLD-1332,exact,,piping,train
dpr_day_14.txt,2026-08-27,"Suction and discharge piping, pumps P-1401A/B to manifold, tag P-1401A stopped, material shortage at store",PIP-ERC-1341,exact,,piping,train
dpr_day_14.txt,2026-08-27,"Water fill and calibration strapping, the storage tank started 18 Sep",STA-DRY-1522,exact,2026-09-18,static_equipment,train
dpr_day_14.txt,2026-08-27,"Set and terminate the transformer, 11/0.433 kV under way at the work front",EL-TRF-1372,exact,,electrical,train
dpr_day_14.txt,2026-08-27,"Crew deployed on Pull MV cable 11 kV, substation to transformer T-2",EL-CBL-1375,exact,,electrical,train
dpr_day_14.txt,2026-08-27,"Core termination and lacing, the MCC and, finished 8 Aug, JMR raised",EL-CBL-1384,exact,2026-08-08,electrical,test
dpr_day_14.txt,2026-08-27,Terminate field instruments at JB-101 to JB-108 started this morning,INS-TER-1398,exact,,instrumentation,train
dpr_day_14.txt,2026-08-27,"Pull instrument cables, rack tier 2 to junction boxes JB-101 to JB-108 started 28 Aug",INS-CBL-1396,exact,2026-08-28,instrumentation,train
dpr_day_14.txt,2026-08-27,"Mobilised for Install junction boxes JB-101 to JB-108, field",INS-JBX-1395,exact,,instrumentation,test
dpr_day_14.txt,2026-08-27,"Pull home-run cables, the junction box to control room FTA in progress, 237 of 480 m achieved",INS-CBL-1397,exact,,instrumentation,train
dpr_day_14.txt,2026-08-27,"Client asked for a second wash bay, awaiting commercial approval",NO_MATCH,no_match,,,test
dpr_day_14.txt,2026-08-27,Method statement for tank erection resubmitted after comments,NO_MATCH,no_match,,,train
dpr_day_14.txt,2026-08-27,"Unplanned soil replacement below the store shed, 60 m3 removed",NO_MATCH,no_match,,,train
dpr_day_15.txt,2026-09-15,"Erect 12""-P-2102-A1A, TK-2102 manifold tie-in stopped, material shortage at store",PIP-ERC-1342,exact,,piping,test
dpr_day_15.txt,2026-09-15,"Alloy weld and PMI, flare header, welds 20-31 under way at the work front",PIP-WLD-1332,exact,,piping,train
dpr_day_15.txt,2026-09-15,"Erect the eight inch line, glycol feed to contactor the separator vessel completed 14 Sep. aaj shuru kiya",PIP-ERC-1317,exact,2026-09-14,piping,train
dpr_day_15.txt,2026-09-15,"tank farm manifold the twelve inch line, inlet/outlet the storage tank completed 2026-09-15. labour kam tha aaj",PIP-ERC-1340,exact,2026-09-15,piping,train
dpr_day_15.txt,2026-09-15,"Field welds and UT, tank farm manifold, welds 40-52, 6 nos out of 13 complete so far, as of 15/Sep/2026",PIP-WLD-1344,exact,2026-09-15,piping,train
dpr_day_15.txt,2026-09-15,"Suction and discharge piping, pumps P-1401A/B to manifold (P-1401A) stopped, material shortage at store. kaam chalu hai",PIP-ERC-1341,exact,,piping,dev
dpr_day_15.txt,2026-09-15,"TK-2102 — Water fill and calib strapping, TK-2102 held up, awaiting client RFI clearance. baaki kal karenge",STA-DRY-1522,exact,,static_equipment,train
dpr_day_15.txt,2026-09-15,"Pull home-run cables, the junction box to control room FTA started this morning. thoda delay hua",INS-CBL-1397,exact,,instrumentation,dev
dpr_day_15.txt,2026-09-15,"pull instrument cables, rack tier 2 to junction boxes jb-101 to jb-108 delayed by 5 days, crane availability. baaki kal karenge",INS-CBL-1396,exact,,instrumentation,dev
dpr_day_15.txt,2026-09-15,terminate field instrs at jb-101 to jb-108 closed out 15/sep/2026,INS-TER-1398,exact,2026-09-15,instrumentation,dev
dpr_day_15.txt,2026-09-15,Consumables inventory check carried out at the fabrication shed,NO_MATCH,no_match,,,train
dpr_day_15.txt,2026-09-15,"Crane operator on leave, replacement mobilised from Guwahati",NO_MATCH,no_match,,,train
dpr_day_15.txt,2026-09-15,Site coordination meeting minutes circulated to all agencies,NO_MATCH,no_match,,,dev
dpr_day_16.txt,2026-09-25,"Hydrotest, tank farm manifold and pump suction closed out 22 Sep 2026",PIP-HYT-1513,exact,2026-09-22,piping,dev
dpr_day_16.txt,2026-09-25,"Erect 12""-P-2102-A1A, TK-2102 manifold tie-in — completed on 17/Sep/2026",PIP-ERC-1342,exact,2026-09-17,piping,train
dpr_day_16.txt,2026-09-25,"12""-P-2101-A1A — Field welds and UT, tank farm manifold, welds 40-52 completed 19 Sep",PIP-WLD-1344,exact,2026-09-19,piping,train
dpr_day_16.txt,2026-09-25,"Tank farm manifold the twelve inch line, inlet/outlet the storage tank started this morning",PIP-ERC-1340,exact,,piping,train
dpr_day_16.txt,2026-09-25,"Erect line 8""-P-1004-A6A, glycol feed to contactor V-1201 ongoing",PIP-ERC-1317,exact,,piping,dev
dpr_day_16.txt,2026-09-25,"P-1401A — Motor bump test, pumps P-1401A/B, 1 nos out of 2 complete so far",STA-ROT-1523,exact,,static_equipment,train
dpr_day_16.txt,2026-09-25,"Set crude transfer the pumps, Performance run, portion only, balance still open",STA-ROT-1524,near_miss,,static_equipment,train
dpr_day_16.txt,2026-09-25,"Water fill and calibration strapping, TK-2102 (TK-2102) — commenced 22 Sep",STA-DRY-1522,exact,2026-09-22,static_equipment,train
dpr_day_16.txt,2026-09-25,"Insulation resistance and hi-pot tests, MV cables to the transformer and, 4 nos out of 6 complete so far",EL-ENS-1530,exact,,electrical,dev
dpr_day_16.txt,2026-09-25,"Protective relay setting and primary injection tests in progress, 5 nos out of 12 achieved",EL-ENS-1531,exact,,electrical,train
dpr_day_16.txt,2026-09-25,Terminate field instruments at JB-101 to JB-108 — 126 nos out of 168 done,INS-TER-1398,exact,,instrumentation,dev
dpr_day_16.txt,2026-09-25,"Mobilised for Mechanical Completion, Tank Farm and Utilities",HSE-MS-1502,exact,,hse,train
dpr_day_16.txt,2026-09-25,Weekly progress photo compilation submitted to the PMC,NO_MATCH,no_match,,,train
dpr_day_16.txt,2026-09-25,JMR for November progress billing submitted to OIL,NO_MATCH,no_match,,,dev
dpr_day_17.txt,2026-10-07,"Mobilised for Support fabrication and installation, the twenty four inch line",PIP-HLT-1314,exact,,piping,train
dpr_day_17.txt,2026-10-07,"Crew deployed on Erect line 10""-P-2002-A5A, test header Unit 2",PIP-ERC-1322,exact,,piping,train
dpr_day_17.txt,2026-10-07,"Shop fabrication, Unit 2 flowline manifolds in progress, 38 of 64 m achieved",PIP-FAB-1320,exact,,piping,dev
dpr_day_17.txt,2026-10-07,"Erect line 12""-P-1003-A5A, test separator loop completed 21 Oct",PIP-ERC-1316,exact,2026-10-21,piping,dev
dpr_day_17.txt,2026-10-07,"Work front opened for Shop fabrication, 24""-P-1001-A1A spools on today",PIP-FAB-1310,exact,2026-10-07,piping,dev
dpr_day_17.txt,2026-10-07,"Erect line 20""-P-2001-A1A, Unit 2 production header, finished 24 Oct 2026, JMR raised",PIP-ERC-1321,exact,2026-10-24,piping,train
dpr_day_17.txt,2026-10-07,"Erect Line 24""-P-1001-A1A, Unit 2 rack closed out 16 Oct",PIP-ERC-1311,exact,2026-10-16,piping,train
dpr_day_17.txt,2026-10-07,"Pipe supports and guides, Unit 2 rack stretch — completed on 26/Oct/2026",PIP-HLT-1325,exact,2026-10-26,piping,dev
dpr_day_17.txt,2026-10-07,"12""-P-2101-A1A — Hydrotest, tank farm manifold and pump suction delayed by 4 days, crane availability",PIP-HYT-1513,exact,,piping,test
dpr_day_17.txt,2026-10-07,"Work front opened for Water fill and settlement check, TK-2101 (TK-2101) on 6 Oct",STA-DRY-1521,exact,2026-10-06,static_equipment,train
dpr_day_17.txt,2026-10-07,"PK-2401 — Load test, compressor package PK-2401 started 14 Oct",STA-CMP-1525,exact,2026-10-14,static_equipment,train
dpr_day_17.txt,2026-10-07,"Water fill and calibration strapping, TK-2102 (TK-2102) under way at the work front",STA-DRY-1522,exact,,static_equipment,dev
dpr_day_17.txt,2026-10-07,Crew deployed on Substation energization,EL-ENS-1532,exact,,electrical,dev
dpr_day_17.txt,2026-10-07,"Insulation resistance and hi-pot tests, MV cables to T-1 and T-2 — completed on 2026-09-28",EL-ENS-1530,exact,2026-09-28,electrical,dev
dpr_day_17.txt,2026-10-07,"Protective relay setting and primary injection tests, 10 nos out of 12 complete so far",EL-ENS-1531,exact,,electrical,train
dpr_day_17.txt,2026-10-07,"Mechanical Completion, Tank Farm and Utilities in progress, about 60% complete",HSE-MS-1502,exact,,hse,train
dpr_day_17.txt,2026-10-07,Subcontractor invoice verification pending with commercial team,NO_MATCH,no_match,,,train
dpr_day_17.txt,2026-10-07,"Ambient temperature 39 C, work rescheduled to early morning",NO_MATCH,no_match,,,train
dpr_day_18.txt,2026-10-21,"Bolt torque and gasket joint assembly, Unit 2 manifold, finished 2 Nov, JMR raised",PIP-BLT-1324,exact,2026-11-02,piping,test
dpr_day_18.txt,2026-10-21,"Field weld and RT, Unit 2 header welds 19-34 closed out 30/Oct/2026",PIP-WLD-1323,exact,2026-10-30,piping,train
dpr_day_18.txt,2026-10-21,"Pneumatic leak test with nitrogen, flare header is done and signed off",PIP-HYT-1512,exact,,piping,train
dpr_day_18.txt,2026-10-21,"Erect crude header 24""-P-1001-A1A, tank farm approach, finished 31/10/2026, JMR raised",PIP-ERC-1312,exact,2026-10-31,piping,train
dpr_day_18.txt,2026-10-21,"Hydrotest package 2, Unit 2 — this is the lines sixteen and twelve one, 81% done",PIP-HYT-1510,near_miss,,piping,train
dpr_day_18.txt,2026-10-21,"Erect line 10""-P-2002-A5A, test header Unit 2 in progress, 26 of 31 m achieved, as of 21/10/2026",PIP-ERC-1322,exact,2026-10-21,piping,dev
dpr_day_18.txt,2026-10-21,"Erect the sixteen inch line,, twenty four 2 rack portion only, balance still open",PIP-ERC-1311,near_miss,,piping,train
dpr_day_18.txt,2026-10-21,"Erect line 12""-P-1003-A5A, test separator loop held up, awaiting client RFI clearance",PIP-ERC-1316,exact,,piping,test
dpr_day_18.txt,2026-10-21,"Erect the ten inch line, progressing at the twenty production location as of 19 Oct",PIP-ERC-1321,near_miss,2026-10-19,piping,train
dpr_day_18.txt,2026-10-21,"Support fabrication and installation, the twenty four inch line, 18 nos out of 22 complete so far",PIP-HLT-1314,exact,,piping,test
dpr_day_18.txt,2026-10-21,"Pipe supports and guides, Unit 2 rack stretch (20""-P-2001-A1A) completed",PIP-HLT-1325,exact,,piping,test
dpr_day_18.txt,2026-10-21,"Tightness and pressure test, separators V-1101 and V-1201, tag V-1101, 1 nos out of 2 complete so far",STA-PRS-1520,exact,,static_equipment,test
dpr_day_18.txt,2026-10-21,"Load test, compressor package PK-2401, tag PK-2401 closed out 15 Oct",STA-CMP-1525,exact,2026-10-15,static_equipment,dev
dpr_day_18.txt,2026-10-21,"Install conduits and flexible connections, Unit 1/2 equipment started 29 Oct",EL-TRK-1362,exact,2026-10-29,electrical,train
dpr_day_18.txt,2026-10-21,"Substation energization delayed by 3 days, crane availability",EL-ENS-1532,exact,,electrical,dev
dpr_day_18.txt,2026-10-21,Install temperature elements element to the temperature element — closed out this week,INS-FIT-1393,exact,,instrumentation,dev
dpr_day_18.txt,2026-10-21,"FE-1401 — Install flow meter elements FE-1401 to FE-1408, Unit 2 completed 2 Nov 2026",INS-FIT-1394,exact,2026-11-02,instrumentation,train
dpr_day_18.txt,2026-10-21,Mechanical Completion Unit 1 completed 31 Oct,HSE-MS-1500,exact,2026-10-31,hse,test
dpr_day_18.txt,2026-10-21,"NCR raised by the client on concrete cube results, under review",NO_MATCH,no_match,,,dev
dpr_day_18.txt,2026-10-21,Toolbox talk conducted on working at height for 42 workers,NO_MATCH,no_match,,,train
dpr_day_19.txt,2026-11-01,"Field weld and NDT, crude header rack welds 1-18, finished 5 Nov 2026, JMR raised",PIP-WLD-1313,exact,2026-11-05,piping,test
dpr_day_19.txt,2026-11-01,"Work front opened for Erect line 20""-P-2001-A1A, Unit 2 production header on 31 Oct 2026",PIP-ERC-1321,exact,2026-10-31,piping,train
dpr_day_19.txt,2026-11-01,"Work front opened for Erect Line 24""-P-1001-A1A, Unit 2 rack on 30 Oct 2026",PIP-ERC-1311,exact,2026-10-30,piping,train
dpr_day_19.txt,2026-11-01,"Erect the twenty inch line, progressing at the ten test location as of 29 Oct",PIP-ERC-1322,near_miss,2026-10-29,piping,test
dpr_day_19.txt,2026-11-01,"Erect the twelve inch line, test separator loop, finished 2026-10-24, JMR raised",PIP-ERC-1316,exact,2026-10-24,piping,train
dpr_day_19.txt,2026-11-01,"Hydrotest package 2, Unit 2, lines sixteen and twelve portion only, balance still open",PIP-HYT-1510,near_miss,,piping,dev
dpr_day_19.txt,2026-11-01,"Pneumatic leak test with nitrogen, flare header, 1 nos out of 2 complete so far, as of 31/10/2026",PIP-HYT-1512,exact,2026-10-31,piping,test
dpr_day_19.txt,2026-11-01,"Field weld and RT, Unit 2 header welds 19-34 under way at the work front",PIP-WLD-1323,exact,,piping,test
dpr_day_19.txt,2026-11-01,"Support fabrication and installation, line 24""-P-1001-A1A — progress slow, 35% only",PIP-HLT-1314,exact,,piping,test
dpr_day_19.txt,2026-11-01,"Bolt torque and gasket joint assembly, Unit 2 manifold closed out 2 Nov",PIP-BLT-1324,exact,2026-11-02,piping,test
dpr_day_19.txt,2026-11-01,"Erect crude header the twenty four inch line, tank farm approach, 17 of 36 m complete so far, as of 2026-10-31",PIP-ERC-1312,exact,2026-10-31,piping,dev
dpr_day_19.txt,2026-11-01,"20""-P-2001-A1A — Pipe supports and guides, Unit 2 rack stretch — completed on 29 Oct",PIP-HLT-1325,exact,2026-10-29,piping,dev
dpr_day_19.txt,2026-11-01,Flare pilot ignition and pilot line purge test (FST-1301) — completed on 05/Nov/2026,STA-FLS-1526,exact,2026-11-05,static_equipment,dev
dpr_day_19.txt,2026-11-01,"Tightness and pressure test, the separators vessel and under way at the work front",STA-PRS-1520,exact,,static_equipment,train
dpr_day_19.txt,2026-11-01,"Install conduits and flexible connections, Unit 1/2 equipment, 11 nos out of 38 complete so far",EL-TRK-1362,exact,,electrical,train
dpr_day_19.txt,2026-11-01,"TE-1301 — Install temperature elements TE-1301 to TE-1312, 10 nos out of 12 complete so far, as of 1 Nov",INS-FIT-1393,exact,2026-11-01,instrumentation,train
dpr_day_19.txt,2026-11-01,"FE-1401 — Install flow meter elements FE-1401 to FE-1408, Unit 2 — 6 nos out of 8 done",INS-FIT-1394,exact,,instrumentation,test
dpr_day_19.txt,2026-11-01,Mechanical Completion Unit 1 is done and signed off,HSE-MS-1500,exact,,hse,test
dpr_day_19.txt,2026-11-01,"Extra crash barrier at the tanker turning circle, quoted separately",NO_MATCH,no_match,,,dev
dpr_day_19.txt,2026-11-01,As-built markup received from the survey team for checking,NO_MATCH,no_match,,,train
dpr_day_19.txt,2026-11-01,"Mock fire drill conducted at the temporary office, 3 minutes response",NO_MATCH,no_match,,,train
dpr_day_20.txt,2026-11-17,"Flush, dry and reinstate, test packs 1-3 taken up at site",PIP-FLS-1514,exact,,piping,dev
dpr_day_20.txt,2026-11-17,"Air blowing and drying, instrument air header taken up at site",PIP-DRY-1515,exact,,piping,train
dpr_day_20.txt,2026-11-17,"Hydrotest package 1, Unit 1, 2, 2 header twenty portion only, balance still open",PIP-HYT-1511,near_miss,,piping,train
dpr_day_20.txt,2026-11-17,"Field weld and NDT, crude header rack welds 1-18 in progress, 12 nos out of 18 achieved",PIP-WLD-1313,exact,,piping,train
dpr_day_20.txt,2026-11-17,"Erect crude header the twenty four inch line, tank farm approach in progress, 23 of 36 m achieved",PIP-ERC-1312,exact,,piping,train
dpr_day_20.txt,2026-11-17,"Tightness and pressure test, separators V-1101 and V-1201, tag V-1101 held up, awaiting client RFI clearance",STA-PRS-1520,exact,,static_equipment,dev
dpr_day_20.txt,2026-11-17,FST-1301 — Flare pilot ignition and pilot line purge test ongoing,STA-FLS-1526,exact,,static_equipment,test
dpr_day_20.txt,2026-11-17,"Loop check, Unit 2 loops to the unit in progress, 19 nos out of 22 achieved",INS-CHK-1407,exact,,instrumentation,train
dpr_day_20.txt,2026-11-17,"Revalidation of loop checks, post hydrotest — 55 nos out of 66 done",INS-CHK-1540,exact,,instrumentation,train
dpr_day_20.txt,2026-11-17,"Install ESD valve solenoids and actuation hook-up, blowdown headers 6""-P-1302-A6A completed 2026-11-18",INS-IMP-1399,exact,2026-11-18,instrumentation,train
dpr_day_20.txt,2026-11-17,"Loop check, tank farm and utilities loops started 16/11/2026",INS-CHK-1408,exact,2026-11-16,instrumentation,train
dpr_day_20.txt,2026-11-17,"Install flow meter elements FE-1401 to FE-1408, Unit 2, tag FE-1401, finished 05/Nov/2026, JMR raised",INS-FIT-1394,exact,2026-11-05,instrumentation,test
dpr_day_20.txt,2026-11-17,"PCB consent and factory inspectorate compliance walkthrough in progress, about 42% complete",HSE-REG-1546,exact,,hse,test
dpr_day_20.txt,2026-11-17,As-built markup verification and red-line transfer is done and signed off,HSE-DOC-1551,exact,,hse,train
dpr_day_20.txt,2026-11-17,"PESO statutory inspection, flare system and pressure vessels V-1101/V-1201/V-2101 closed out 9 Nov",HSE-REG-1545,exact,2026-11-09,hse,dev
dpr_day_20.txt,2026-11-17,"PESO statutory inspection, tanks the storage tank and ongoing",HSE-REG-1544,exact,,hse,train
dpr_day_20.txt,2026-11-17,Mechanical Completion Unit 2 — completed on 9 Nov,HSE-MS-1501,exact,2026-11-09,hse,train
dpr_day_20.txt,2026-11-17,Heat stress advisory issued to all supervisors,NO_MATCH,no_match,,,train
dpr_day_20.txt,2026-11-17,Third party inspection agency mobilised for weld review,NO_MATCH,no_match,,,train
dpr_day_20.txt,2026-11-17,Permit audit carried out by the client HSE officer,NO_MATCH,no_match,,,train
dpr_day_21.txt,2026-11-30,"Install restriction orifice spools and sampling connections, Unit 1 in progress, 2 nos out of 6 achieved",PIP-INS-1319,exact,,piping,train
dpr_day_21.txt,2026-11-30,"Erect line 16""-P-1002-A1A, gas service, Unit 1 manifold, 45 of 54 m complete so far, as of 28 Nov",PIP-ERC-1315,exact,2026-11-28,piping,train
dpr_day_21.txt,2026-11-30,"PT-1101 — Install pressure transmitters PT-1101 to PT-1114, Unit 1 in progress, 5 nos out of 14 achieved, as of 28 Nov",INS-FIT-1391,exact,2026-11-28,instrumentation,train
dpr_day_21.txt,2026-11-30,"Install fire and gas detectors, wellhead and manifold, 11 nos out of 32 complete so far, as of 28 Nov",INS-FIT-1400,exact,2026-11-28,instrumentation,train
dpr_day_21.txt,2026-11-30,"Crew deployed on Install instrument air tubing stubs and manifolds, takeoffs from 2""-P-2301-A6A",INS-IMP-1390,exact,,instrumentation,dev
dpr_day_21.txt,2026-11-30,"Install ESD valve solenoids and actuation hook-up, blowdown headers 6""-P-1302-A6A, 5 nos out of 10 complete so far",INS-IMP-1399,exact,,instrumentation,train
dpr_day_21.txt,2026-11-30,"Compilation of handover dossiers and O&M manuals held up, awaiting client RFI clearance",HSE-DOC-1552,exact,,hse,test
dpr_day_21.txt,2026-11-30,As-built markup verification and red-line transfer completed 25/11/2026,HSE-DOC-1551,exact,2026-11-25,hse,train
dpr_day_21.txt,2026-11-30,"Scaffolding material returned to the hire company, 8 loads",NO_MATCH,no_match,,,train
dpr_day_21.txt,2026-11-30,Material test certificates for the imported valves under verification,NO_MATCH,no_match,,,dev
dpr_day_22.txt,2026-12-17,"Install restriction orifice spools and sampling connections, Unit 1 completed",PIP-INS-1319,exact,,piping,test
dpr_day_22.txt,2026-12-17,"Erect line 16""-P-1002-A1A, gas service, Unit 1 manifold in progress, 33 of 54 m achieved. thoda delay hua",PIP-ERC-1315,exact,,piping,train
dpr_day_22.txt,2026-12-17,"72-hour integrated reliability run, process train — completed on 5 Jan",STA-RUN-1527,exact,2027-01-05,static_equipment,dev
dpr_day_22.txt,2026-12-17,"Fire and gas detection system function test — progress slow, 42% only",INS-CMS-1541,exact,,instrumentation,dev
dpr_day_22.txt,2026-12-17,"Calibrate transmitters and switches, workshop bench — completed on 12 Dec 2026",INS-CAL-1405,exact,2026-12-12,instrumentation,dev
dpr_day_22.txt,2026-12-17,"Loop check, Unit 1 loops L-1101 to L-1128 closed out 16 Dec. thoda delay hua",INS-CHK-1406,exact,2026-12-16,instrumentation,dev
dpr_day_22.txt,2026-12-17,"Crew deployed on Cause and effect testing, ESD shutdown matrix",INS-CHK-1409,exact,,instrumentation,train
dpr_day_22.txt,2026-12-17,"Integrated ESD and blowdown function test stopped, material shortage at store. baaki kal karenge",INS-CHK-1542,exact,,instrumentation,train
