source,source_date,raw_mention,activity_id,match_type,mention_date,discipline,split,near_miss_kind,missing_discriminator,confusable_with,drift_kind
drift_bench_v1,2026-09-19,TK-2102 water filled and strapping calibration done,STA-DRY-1522,terminology_drift,,static_equipment,test,,,STA-DRY-1521,sibling_hard
drift_bench_v1,2026-09-25,Pump motors bumped in both directions,STA-ROT-1523,terminology_drift,,static_equipment,test,,,STA-ROT-1524,terminology
drift_bench_v1,2026-09-28,Crude pumps ran on performance trial,STA-ROT-1524,terminology_drift,,static_equipment,test,,,STA-ROT-1523,terminology
drift_bench_v1,2026-10-15,Compressor package loaded and tested,STA-CMP-1525,terminology_drift,,static_equipment,test,,,,terminology
drift_bench_v1,2026-11-05,Pilot ignited and purge line cleared at the flare,STA-FLS-1526,terminology_drift,,static_equipment,test,,,,paraphrase
drift_bench_v1,2027-01-06,72-hour reliability run of the process train completed,STA-RUN-1527,terminology_drift,,static_equipment,test,,,,paraphrase
drift_bench_v1,2026-09-26,Hi-pot and IR values taken for the MV feeders,EL-ENS-1530,terminology_drift,,electrical,test,,,,terminology
drift_bench_v1,2026-09-30,Relays set and primary injection completed,EL-ENS-1531,terminology_drift,,electrical,test,,,,terminology
drift_bench_v1,2026-10-12,Substation charged up today,EL-ENS-1532,terminology_drift,,electrical,test,,,,terminology
drift_bench_v1,2026-11-16,Loops rechecked after the hydrotest,INS-CHK-1540,terminology_drift,,instrumentation,test,,,INS-CHK-1406,terminology
drift_bench_v1,2026-12-09,Fire and gas system function tested,INS-CMS-1541,terminology_drift,,instrumentation,test,,,INS-FIT-1400,terminology
drift_bench_v1,2027-01-02,ESD with blowdown tested end to end,INS-CHK-1542,terminology_drift,,instrumentation,test,,,INS-CHK-1409,terminology
drift_bench_v1,2026-12-20,"Loop certificates signed, RFSI ready",INS-MS-1543,terminology_drift,,instrumentation,test,,,,paraphrase
drift_bench_v1,2026-11-09,PESO inspection of both storage tanks over,HSE-REG-1544,terminology_drift,,hse,test,,,HSE-REG-1545,terminology
drift_bench_v1,2026-11-07,Statutory inspection cleared for the flare and vessels,HSE-REG-1545,terminology_drift,,hse,test,,,HSE-REG-1544,sibling_hard
drift_bench_v1,2026-11-12,Pollution board compliance round done,HSE-REG-1546,terminology_drift,,hse,test,,,,terminology
drift_bench_v1,2026-12-23,Pre-startup safety round completed,HSE-PSC-1550,terminology_drift,,hse,test,,,,terminology
drift_bench_v1,2026-11-20,Red-lines transferred to the as-built drawings,HSE-DOC-1551,terminology_drift,,hse,test,,,HSE-DOC-1559,terminology
drift_bench_v1,2026-11-24,Handover dossiers and O&M manuals compiled,HSE-DOC-1552,terminology_drift,,hse,test,,,HSE-DOC-1559,paraphrase
drift_bench_v1,2026-12-24,Operators trained and familiarised,HSE-TRN-1553,terminology_drift,,hse,test,,,,paraphrase
drift_bench_v1,2027-01-04,Unit 1 declared ready for start-up,HSE-HDO-1554,terminology_drift,,hse,test,,,HSE-HDO-1555,terminology
drift_bench_v1,2027-02-04,RFSU given for Unit 2,HSE-HDO-1555,terminology_drift,,hse,test,,,HSE-HDO-1554,sibling_hard
drift_bench_v1,2027-02-22,First crude pumped into TK-2101,STA-MS-1556,terminology_drift,,static_equipment,test,,,,terminology
drift_bench_v1,2027-02-27,Plant handed over provisionally to operations,HSE-HDO-1557,terminology_drift,,hse,test,,,,terminology
drift_bench_v1,2027-03-02,Category A and B punches closed out,HSE-PUN-1558,terminology_drift,,hse,test,,,,terminology
drift_bench_v1,2027-03-04,As-builts submitted and documents closed with OIL,HSE-DOC-1559,terminology_drift,,hse,test,,,HSE-DOC-1551|HSE-DOC-1552,terminology
